fecha,ruta,numero_bus,pasajeros_subieron,pasajeros_bajaron,capacidad_maxima,hora_programada,hora_real,temperatura_exterior,dia_semana,flujo_neto,ocupacion_actual,porcentaje_ocupacion,retraso_minutos,puntualidad,periodo_dia,es_hora_pico
2025-11-25 06:02:51.022536,Ruta 5 - Oeste,155,8.0,8,40,2025-11-25 06:00:00,2025-11-25 06:00:50.494529532,18.660004299491888,Tuesday,0.0,82.0,100.0,0.84,A Tiempo,Madrugada,False
2025-11-26 04:47:51.022536,Ruta 6 - Express,155,10.0,7,50,2025-11-26 04:45:00,2025-11-26 04:45:27.165432120,27.32576504898184,Wednesday,3.0,85.0,100.0,0.45,A Tiempo,Madrugada,False
2025-11-26 04:57:51.022536,Ruta 6 - Express,155,4.0,13,60,2025-11-26 04:45:00,2025-11-26 04:45:00.999544997,31.41594495980144,Wednesday,-9.0,76.0,100.0,0.02,A Tiempo,Madrugada,False
2025-11-26 06:17:51.022536,Ruta 3 - Sur,155,8.0,11,50,2025-11-26 06:15:00,2025-11-26 06:21:22.209861828,22.525082361540385,Wednesday,-3.0,73.0,100.0,6.37,Retraso Grave,Madrugada,False
2025-11-26 15:57:51.022536,Ruta 3 - Sur,155,6.0,2,60,2025-11-26 15:45:00,2025-11-26 15:50:00.873316980,19.289578486383466,Wednesday,4.0,77.0,100.0,5.01,Retraso Grave,Tarde,False
2025-11-26 18:47:51.022536,Ruta 3 - Sur,155,10.0,5,60,2025-11-26 18:45:00,2025-11-26 18:51:28.809778560,21.853357477322703,Wednesday,5.0,82.0,100.0,6.48,Retraso Grave,Tarde,True
2025-11-09 15:47:51.022536,Ruta 5 - Oeste,156,11.0,9,40,2025-11-09 15:45:00,2025-11-09 15:45:13.980965436,27.82275808037945,Sunday,2.0,2.0,5.0,0.23,A Tiempo,Tarde,False
2025-11-09 16:07:51.022536,Ruta 2 - Norte,156,6.0,3,60,2025-11-09 16:00:00,2025-11-09 16:00:24.807702960,19.70652675544088,Sunday,3.0,5.0,8.33,0.41,A Tiempo,Tarde,False
2025-11-09 23:07:51.022536,Ruta 5 - Oeste,156,8.0,6,60,2025-11-09 23:00:00,2025-11-09 23:00:03.521635602,13.79392900044652,Sunday,2.0,7.0,11.67,0.06,A Tiempo,Noche,False
2025-11-10 20:42:51.022536,Ruta 3 - Sur,156,10.0,10,40,2025-11-10 20:30:00,2025-11-10 20:33:52.198265160,20.18631202498789,Monday,0.0,7.0,17.5,3.87,Retraso Leve,Noche,False
2025-11-11 03:32:51.022536,Ruta 4 - Este,156,5.0,5,50,2025-11-11 03:30:00,2025-11-11 03:32:30.956651418,28.36107040061426,Tuesday,0.0,7.0,14.0,2.52,Retraso Leve,Madrugada,False
2025-11-11 10:27:51.022536,Ruta 3 - Sur,156,6.0,7,60,2025-11-11 10:15:00,2025-11-11 10:15:07.346652402,28.365213249856595,Tuesday,-1.0,6.0,10.0,0.12,A Tiempo,Mañana,False
2025-11-11 17:17:51.022536,Ruta 1 - Centro,156,11.0,5,50,2025-11-11 17:15:00,2025-11-11 17:17:26.599681332,29.70746807612704,Tuesday,6.0,12.0,24.0,2.44,Retraso Leve,Tarde,True
2025-11-11 18:37:51.022536,Ruta 3 - Sur,156,7.0,3,50,2025-11-11 18:30:00,2025-11-11 18:32:30.804235487,28.216564007581564,Tuesday,4.0,16.0,32.0,2.51,Retraso Leve,Tarde,True
2025-11-12 21:17:51.022536,Ruta 4 - Este,156,6.0,5,50,2025-11-12 21:15:00,2025-11-12 21:16:58.400631282,27.866445012874216,Wednesday,1.0,17.0,34.0,1.97,A Tiempo,Noche,False
2025-11-13 06:27:51.022536,Ruta 4 - Este,156,8.0,8,50,2025-11-13 06:15:00,2025-11-13 06:15:24.324568380,33.91948794937453,Thursday,0.0,17.0,34.0,0.41,A Tiempo,Madrugada,False
2025-11-13 14:02:51.022536,Ruta 3 - Sur,156,7.0,3,60,2025-11-13 14:00:00,2025-11-13 14:00:32.929137126,31.685179237309043,Thursday,4.0,21.0,35.0,0.55,A Tiempo,Tarde,False
2025-11-13 16:22:51.022536,Ruta 6 - Express,156,6.0,3,40,2025-11-13 16:15:00,2025-11-13 16:20:11.499923982,32.47137106791341,Thursday,3.0,24.0,60.0,5.19,Retraso Grave,Tarde,False
2025-11-13 23:02:51.022536,Ruta 4 - Este,156,9.0,7,50,2025-11-13 23:00:00,2025-11-13 23:02:19.706408178,27.17511277363561,Thursday,2.0,26.0,52.0,2.33,Retraso Leve,Noche,False
2025-11-14 01:37:51.022536,Ruta 1 - Centro,156,9.0,1,40,2025-11-14 01:30:00,2025-11-14 01:32:51.138782838,17.17029411304979,Friday,8.0,34.0,85.0,2.85,Retraso Leve,Madrugada,False
2025-11-14 13:52:51.022536,Ruta 2 - Norte,156,13.0,3,50,2025-11-14 13:45:00,2025-11-14 13:45:33.657148859,30.50668886570161,Friday,10.0,44.0,88.0,0.56,A Tiempo,Tarde,False
2025-11-14 19:22:51.022536,Ruta 1 - Centro,156,10.0,4,50,2025-11-14 19:15:00,2025-11-14 19:20:33.867473910,31.40664746728573,Friday,6.0,50.0,100.0,5.56,Retraso Grave,Noche,True
2025-11-14 20:27:51.022536,Ruta 4 - Este,156,6.0,11,40,2025-11-14 20:15:00,2025-11-14 20:15:09.604022370,19.39945119703527,Friday,-5.0,45.0,100.0,0.16,A Tiempo,Noche,False
2025-11-14 23:27:51.022536,Ruta 2 - Norte,156,4.0,6,40,2025-11-14 23:15:00,2025-11-14 23:15:08.776574040,33.365664983945344,Friday,-2.0,43.0,100.0,0.15,A Tiempo,Noche,False
2025-11-15 09:22:51.022536,Ruta 2 - Norte,156,8.0,5,60,2025-11-15 09:15:00,2025-11-15 09:23:18.943291992,23.519889007037044,Saturday,3.0,46.0,76.67,8.32,Retraso Grave,Mañana,True
2025-11-15 17:42:51.022536,Ruta 3 - Sur,156,5.0,6,60,2025-11-15 17:30:00,2025-11-15 17:30:02.596825998,24.21553347138488,Saturday,-1.0,45.0,75.0,0.04,A Tiempo,Tarde,True
2025-11-16 02:27:51.022536,Ruta 3 - Sur,156,10.0,8,50,2025-11-16 02:15:00,2025-11-16 02:15:05.140725456,27.21380986244205,Sunday,2.0,47.0,94.0,0.09,A Tiempo,Madrugada,False
2025-11-16 04:02:51.022536,Ruta 5 - Oeste,156,8.0,1,50,2025-11-16 04:00:00,2025-11-16 04:01:09.764048190,29.57092663806211,Sunday,7.0,54.0,100.0,1.16,A Tiempo,Madrugada,False
2025-11-17 09:27:51.022536,Ruta 6 - Express,156,7.0,5,50,2025-11-17 09:15:00,2025-11-17 09:15:59.707409778,24.47013724492797,Monday,2.0,56.0,100.0,1.0,A Tiempo,Mañana,True
2025-11-17 17:07:51.022536,Ruta 2 - Norte,156,6.0,9,40,2025-11-17 17:00:00,2025-11-17 17:06:09.045586764,32.394969217118906,Monday,-3.0,53.0,100.0,6.15,Retraso Grave,Tarde,True
2025-11-17 19:32:51.022536,Ruta 6 - Express,156,13.0,9,50,2025-11-17 19:30:00,2025-11-17 19:30:40.792286688,26.509122644767483,Monday,4.0,57.0,100.0,0.68,A Tiempo,Noche,True
2025-11-18 02:02:51.022536,Ruta 4 - Este,156,6.0,9,60,2025-11-18 02:00:00,2025-11-18 02:08:25.877547438,17.816345794693806,Tuesday,-3.0,54.0,90.0,8.43,Retraso Grave,Madrugada,False
2025-11-18 09:32:51.022536,Ruta 3 - Sur,156,8.0,3,50,2025-11-18 09:30:00,2025-11-18 09:30:37.040387442,15.533124249713126,Tuesday,5.0,59.0,100.0,0.62,A Tiempo,Mañana,True
2025-11-19 05:17:51.022536,Ruta 2 - Norte,156,9.0,6,40,2025-11-19 05:15:00,2025-11-19 05:20:34.830391806,22.95765112371583,Wednesday,3.0,62.0,100.0,5.58,Retraso Grave,Madrugada,False
2025-11-19 09:22:51.022536,Ruta 1 - Centro,156,7.0,3,50,2025-11-19 09:15:00,2025-11-19 09:16:07.909144223,24.90561216711729,Wednesday,4.0,66.0,100.0,1.13,A Tiempo,Mañana,True
2025-11-19 10:02:51.022536,Ruta 6 - Express,156,6.0,5,50,2025-11-19 10:00:00,2025-11-19 10:00:02.404432548,26.965168476427475,Wednesday,1.0,67.0,100.0,0.04,A Tiempo,Mañana,False
2025-11-19 11:17:51.022536,Ruta 5 - Oeste,156,12.0,5,40,2025-11-19 11:15:00,2025-11-19 11:17:08.909715846,26.057789761386577,Wednesday,7.0,74.0,100.0,2.15,Retraso Leve,Mañana,False
2025-11-19 15:47:51.022536,Ruta 1 - Centro,156,12.0,8,40,2025-11-19 15:45:00,2025-11-19 15:45:30.027099749,23.765440779755405,Wednesday,4.0,78.0,100.0,0.5,A Tiempo,Tarde,False
2025-11-20 07:07:51.022536,Ruta 1 - Centro,156,8.0,7,50,2025-11-20 07:00:00,2025-11-20 07:00:56.626287396,24.03862732334317,Thursday,1.0,79.0,100.0,0.94,A Tiempo,Mañana,True
2025-11-20 13:42:51.022536,Ruta 4 - Este,156,11.0,5,40,2025-11-20 13:30:00,2025-11-20 13:30:05.015493540,18.11153932704988,Thursday,6.0,85.0,100.0,0.08,A Tiempo,Tarde,False
2025-11-20 15:42:51.022536,Ruta 4 - Este,156,10.0,9,50,2025-11-20 15:30:00,2025-11-20 15:31:30.700525638,26.94107480067948,Thursday,1.0,86.0,100.0,1.51,A Tiempo,Tarde,False
2025-11-20 17:17:51.022536,Ruta 2 - Norte,156,8.0,5,60,2025-11-20 17:15:00,2025-11-20 17:16:26.653378206,18.51985070837433,Thursday,3.0,89.0,100.0,1.44,A Tiempo,Tarde,True
2025-11-20 23:07:51.022536,Ruta 2 - Norte,156,6.0,12,60,2025-11-20 23:00:00,2025-11-20 23:01:03.721479954,24.96884685284247,Thursday,-6.0,83.0,100.0,1.06,A Tiempo,Noche,False
2025-11-21 06:22:51.022536,Ruta 3 - Sur,156,4.0,6,40,2025-11-21 06:15:00,2025-11-21 06:15:12.143220528,26.43936755787764,Friday,-2.0,81.0,100.0,0.2,A Tiempo,Madrugada,False
2025-11-21 15:12:51.022536,Ruta 6 - Express,156,3.0,6,60,2025-11-21 15:00:00,2025-11-21 15:00:59.954738262,20.43496906908885,Friday,-3.0,78.0,100.0,1.0,A Tiempo,Tarde,False
2025-11-21 15:42:51.022536,Ruta 4 - Este,156,4.0,5,50,2025-11-21 15:30:00,2025-11-21 15:33:41.768934960,23.265193612503488,Friday,-1.0,77.0,100.0,3.7,Retraso Leve,Tarde,False
2025-11-21 17:42:51.022536,Ruta 6 - Express,156,7.0,6,40,2025-11-21 17:30:00,2025-11-21 17:33:47.549643618,24.113545700789324,Friday,1.0,78.0,100.0,3.79,Retraso Leve,Tarde,True
2025-11-23 04:02:51.022536,Ruta 6 - Express,156,4.0,8,60,2025-11-23 04:00:00,2025-11-23 04:01:14.898088398,22.37681465282702,Sunday,-4.0,74.0,100.0,1.25,A Tiempo,Madrugada,False
2025-11-23 05:02:51.022536,Ruta 5 - Oeste,156,6.0,3,50,2025-11-23 05:00:00,2025-11-23 05:03:11.201186268,18.24435788622079,Sunday,3.0,77.0,100.0,3.19,Retraso Leve,Madrugada,False
2025-11-23 06:17:51.022536,Ruta 2 - Norte,156,8.0,7,40,2025-11-23 06:15:00,2025-11-23 06:16:06.169770990,25.965231959536943,Sunday,1.0,78.0,100.0,1.1,A Tiempo,Madrugada,False
2025-11-23 08:17:51.022536,Ruta 2 - Norte,156,6.0,8,50,2025-11-23 08:15:00,2025-11-23 08:15:01.544976612,26.551973845166817,Sunday,-2.0,76.0,100.0,0.03,A Tiempo,Mañana,True
2025-11-23 11:57:51.022536,Ruta 5 - Oeste,156,4.0,8,50,2025-11-23 11:45:00,2025-11-23 11:46:54.883237122,24.526954151948825,Sunday,-4.0,72.0,100.0,1.91,A Tiempo,Mañana,False
2025-11-23 14:17:51.022536,Ruta 3 - Sur,156,5.0,7,50,2025-11-23 14:15:00,2025-11-23 14:15:56.148569682,25.301309282612102,Sunday,-2.0,70.0,100.0,0.94,A Tiempo,Tarde,False
2025-11-24 10:47:51.022536,Ruta 2 - Norte,156,12.0,8,50,2025-11-24 10:45:00,2025-11-24 10:49:08.319569706,32.66989082631081,Monday,4.0,74.0,100.0,4.14,Retraso Leve,Mañana,False
2025-11-24 11:27:51.022536,Ruta 4 - Este,156,7.0,6,60,2025-11-24 11:15:00,2025-11-24 11:15:09.459590370,22.853105410443035,Monday,1.0,75.0,100.0,0.16,A Tiempo,Mañana,False
2025-11-24 16:37:51.022536,Ruta 2 - Norte,156,6.0,6,50,2025-11-24 16:30:00,2025-11-24 16:32:32.563162139,23.85527017936899,Monday,0.0,75.0,100.0,2.54,Retraso Leve,Tarde,False
2025-11-25 12:12:51.022536,Ruta 5 - Oeste,156,10.0,2,60,2025-11-25 12:00:00,2025-11-25 12:00:18.343469130,22.5489018877633,Tuesday,8.0,83.0,100.0,0.31,A Tiempo,Mañana,False
2025-11-25 14:52:51.022536,Ruta 4 - Este,156,6.0,13,50,2025-11-25 14:45:00,2025-11-25 14:47:11.728509792,38.88098203075671,Tuesday,-7.0,76.0,100.0,2.2,Retraso Leve,Tarde,False
2025-11-25 22:22:51.022536,Ruta 1 - Centro,156,9.0,2,50,2025-11-25 22:15:00,2025-11-25 22:17:18.319241592,31.385732745933616,Tuesday,7.0,83.0,100.0,2.31,Retraso Leve,Noche,False
2025-11-26 03:07:51.022536,Ruta 3 - Sur,156,8.0,4,60,2025-11-26 03:00:00,2025-11-26 03:01:58.892189568,19.457248516131703,Wednesday,4.0,87.0,100.0,1.98,A Tiempo,Madrugada,False
2025-11-09 19:42:51.022536,Ruta 1 - Centro,157,8.0,5,50,2025-11-09 19:30:00,2025-11-09 19:32:36.105816540,26.99882129209432,Sunday,3.0,3.0,6.0,2.6,Retraso Leve,Noche,True
2025-11-09 20:07:51.022536,Ruta 1 - Centro,157,7.0,13,60,2025-11-09 20:00:00,2025-11-09 20:04:17.539941252,28.919375202380323,Sunday,-6.0,0.0,0.0,4.29,Retraso Leve,Noche,False
2025-11-09 21:17:51.022536,Ruta 4 - Este,157,6.0,6,50,2025-11-09 21:15:00,2025-11-09 21:15:23.830744350,20.75387214465881,Sunday,0.0,0.0,0.0,0.4,A Tiempo,Noche,False
2025-11-10 09:12:51.022536,Ruta 3 - Sur,157,10.0,3,40,2025-11-10 09:00:00,2025-11-10 09:02:01.644359916,32.13261622023947,Monday,7.0,4.0,10.0,2.03,Retraso Leve,Mañana,True
2025-11-10 22:17:51.022536,Ruta 4 - Este,157,7.0,10,60,2025-11-10 22:15:00,2025-11-10 22:16:26.890165338,29.6205951024471,Monday,-3.0,1.0,1.67,1.45,A Tiempo,Noche,False
2025-11-11 13:37:51.022536,Ruta 2 - Norte,157,6.0,5,50,2025-11-11 13:30:00,2025-11-11 13:31:06.056634396,19.810617520274704,Tuesday,1.0,2.0,4.0,1.1,A Tiempo,Tarde,False
2025-11-11 22:57:51.022536,Ruta 5 - Oeste,157,6.0,7,50,2025-11-11 22:45:00,2025-11-11 22:48:04.123277820,17.43863674592319,Tuesday,-1.0,1.0,2.0,3.07,Retraso Leve,Noche,False
2025-11-11 23:12:51.022536,Ruta 6 - Express,157,9.0,9,40,2025-11-11 23:00:00,2025-11-11 23:00:10.486137240,18.786566994948902,Tuesday,0.0,1.0,2.5,0.17,A Tiempo,Noche,False
2025-11-11 23:42:51.022536,Ruta 3 - Sur,157,5.0,5,60,2025-11-11 23:30:00,2025-11-11 23:30:57.657614022,22.816391579837735,Tuesday,0.0,1.0,1.67,0.96,A Tiempo,Noche,False
2025-11-12 02:57:51.022536,Ruta 5 - Oeste,157,12.0,10,50,2025-11-12 02:45:00,2025-11-12 02:45:57.551617206,21.417348579002923,Wednesday,2.0,3.0,6.0,0.96,A Tiempo,Madrugada,False
2025-11-12 10:47:51.022536,Ruta 3 - Sur,157,11.0,7,40,2025-11-12 10:45:00,2025-11-12 10:46:40.473376530,21.48822916317483,Wednesday,4.0,7.0,17.5,1.67,A Tiempo,Mañana,False
2025-11-12 15:02:51.022536,Ruta 4 - Este,157,5.0,7,50,2025-11-12 15:00:00,2025-11-12 15:01:09.085879548,26.83578525943928,Wednesday,-2.0,5.0,10.0,1.15,A Tiempo,Tarde,False
2025-11-12 18:52:51.022536,Ruta 2 - Norte,157,12.0,7,50,2025-11-12 18:45:00,2025-11-12 18:45:27.834722022,30.058832430771535,Wednesday,5.0,10.0,20.0,0.46,A Tiempo,Tarde,True
2025-11-13 03:42:51.022536,Ruta 6 - Express,157,8.0,6,60,2025-11-13 03:30:00,2025-11-13 03:30:09.104687580,25.134485398936985,Thursday,2.0,12.0,20.0,0.15,A Tiempo,Madrugada,False
2025-11-13 15:07:51.022536,Ruta 1 - Centro,157,7.0,8,50,2025-11-13 15:00:00,2025-11-13 15:01:59.927420772,24.854196886739427,Thursday,-1.0,11.0,22.0,2.0,A Tiempo,Tarde,False
2025-11-14 02:57:51.022536,Ruta 6 - Express,157,6.0,5,60,2025-11-14 02:45:00,2025-11-14 02:45:15.140237076,19.460300359157007,Friday,1.0,12.0,20.0,0.25,A Tiempo,Madrugada,False
2025-11-14 11:22:51.022536,Ruta 6 - Express,157,12.0,4,60,2025-11-14 11:15:00,2025-11-14 11:17:09.969235590,16.93775973137512,Friday,8.0,20.0,33.33,2.17,Retraso Leve,Mañana,False
2025-11-15 04:42:51.022536,Ruta 4 - Este,157,4.0,12,40,2025-11-15 04:30:00,2025-11-15 04:31:04.175184300,25.33272572472207,Saturday,-8.0,12.0,30.0,1.07,A Tiempo,Madrugada,False
2025-11-15 07:57:51.022536,Ruta 5 - Oeste,157,11.0,4,50,2025-11-15 07:45:00,2025-11-15 07:45:16.182418938,25.028906253929737,Saturday,7.0,19.0,38.0,0.27,A Tiempo,Mañana,True
2025-11-15 10:27:51.022536,Ruta 2 - Norte,157,6.0,10,60,2025-11-15 10:15:00,2025-11-15 10:15:42.854226654,26.87403227047449,Saturday,-4.0,15.0,25.0,0.71,A Tiempo,Mañana,False
2025-11-16 05:22:51.022536,Ruta 6 - Express,157,7.0,6,60,2025-11-16 05:15:00,2025-11-16 05:15:12.814736760,23.438375891495426,Sunday,1.0,16.0,26.67,0.21,A Tiempo,Madrugada,False
2025-11-16 16:22:51.022536,Ruta 1 - Centro,157,5.0,6,60,2025-11-16 16:15:00,2025-11-16 16:16:34.150273566,29.40437345421955,Sunday,-1.0,15.0,25.0,1.57,A Tiempo,Tarde,False
2025-11-17 07:47:51.022536,Ruta 2 - Norte,157,11.0,5,50,2025-11-17 07:45:00,2025-11-17 07:48:31.056970830,21.708998341935786,Monday,6.0,21.0,42.0,3.52,Retraso Leve,Mañana,True
2025-11-17 13:57:51.022536,Ruta 4 - Este,157,5.0,8,40,2025-11-17 13:45:00,2025-11-17 13:47:56.483499696,30.87753242359633,Monday,-3.0,18.0,45.0,2.94,Retraso Leve,Tarde,False
2025-11-18 00:12:51.022536,Ruta 1 - Centro,157,8.0,3,60,2025-11-18 00:00:00,2025-11-18 00:04:43.885387218,23.35028243829541,Tuesday,5.0,23.0,38.33,4.73,Retraso Leve,Madrugada,False
2025-11-18 04:07:51.022536,Ruta 3 - Sur,157,10.0,6,60,2025-11-18 04:00:00,2025-11-18 04:00:45.940845342,22.214114193489237,Tuesday,4.0,27.0,45.0,0.77,A Tiempo,Madrugada,False
2025-11-18 07:22:51.022536,Ruta 4 - Este,157,7.0,3,40,2025-11-18 07:15:00,2025-11-18 07:18:38.060788494,19.56276130386172,Tuesday,4.0,31.0,77.5,3.63,Retraso Leve,Mañana,True
2025-11-18 10:32:51.022536,Ruta 2 - Norte,157,5.0,9,60,2025-11-18 10:30:00,2025-11-18 10:32:39.749134962,28.385938338709973,Tuesday,-4.0,27.0,45.0,2.66,Retraso Leve,Mañana,False
2025-11-18 17:02:51.022536,Ruta 1 - Centro,157,6.0,5,60,2025-11-18 17:00:00,2025-11-18 17:01:32.741531730,32.3539903079158,Tuesday,1.0,28.0,46.67,1.55,A Tiempo,Tarde,True
2025-11-19 13:42:51.022536,Ruta 3 - Sur,157,8.0,8,40,2025-11-19 13:30:00,2025-11-19 13:34:39.226059840,24.12887300508844,Wednesday,0.0,28.0,70.0,4.65,Retraso Leve,Tarde,False
2025-11-19 14:52:51.022536,Ruta 4 - Este,157,9.0,8,40,2025-11-19 14:45:00,2025-11-19 14:45:25.368839910,30.797320908997264,Wednesday,1.0,29.0,72.5,0.42,A Tiempo,Tarde,False
2025-11-19 16:37:51.022536,Ruta 2 - Norte,157,9.0,3,60,2025-11-19 16:30:00,2025-11-19 16:30:28.819996254,24.339964929574343,Wednesday,6.0,35.0,58.33,0.48,A Tiempo,Tarde,False
2025-11-19 23:12:51.022536,Ruta 5 - Oeste,157,6.0,3,60,2025-11-19 23:00:00,2025-11-19 23:02:41.875923096,18.53184299335277,Wednesday,3.0,38.0,63.33,2.7,Retraso Leve,Noche,False
2025-11-20 08:57:51.022536,Ruta 2 - Norte,157,7.0,4,50,2025-11-20 08:45:00,2025-11-20 08:45:25.445615838,27.529971844931097,Thursday,3.0,41.0,82.0,0.42,A Tiempo,Mañana,True
2025-11-20 13:37:51.022536,Ruta 2 - Norte,157,6.0,3,50,2025-11-20 13:30:00,2025-11-20 13:34:17.431560624,26.529483259021696,Thursday,3.0,44.0,88.0,4.29,Retraso Leve,Tarde,False
2025-11-20 15:57:51.022536,Ruta 4 - Este,157,11.0,6,40,2025-11-20 15:45:00,2025-11-20 15:48:03.621386088,26.90884442698401,Thursday,5.0,49.0,100.0,3.06,Retraso Leve,Tarde,False
2025-11-21 08:07:51.022536,Ruta 6 - Express,157,3.0,13,40,2025-11-21 08:00:00,2025-11-21 08:01:15.685876307,22.79695543678968,Friday,-10.0,39.0,97.5,1.26,A Tiempo,Mañana,True
2025-11-21 14:32:51.022536,Ruta 6 - Express,157,14.0,10,60,2025-11-21 14:30:00,2025-11-21 14:30:11.391484584,20.33486581521308,Friday,4.0,43.0,71.67,0.19,A Tiempo,Tarde,False
2025-11-21 22:57:51.022536,Ruta 3 - Sur,157,4.0,8,50,2025-11-21 22:45:00,2025-11-21 22:50:02.319088584,27.267826064857864,Friday,-4.0,39.0,78.0,5.04,Retraso Grave,Noche,False
2025-11-22 01:37:51.022536,Ruta 6 - Express,157,11.0,8,60,2025-11-22 01:30:00,2025-11-22 01:30:50.681814348,19.54928671233335,Saturday,3.0,42.0,70.0,0.84,A Tiempo,Madrugada,False
2025-11-22 07:37:51.022536,Ruta 2 - Norte,157,8.0,5,40,2025-11-22 07:30:00,2025-11-22 07:31:16.523485452,21.72155643550497,Saturday,3.0,45.0,100.0,1.28,A Tiempo,Mañana,True
2025-11-22 09:02:51.022536,Ruta 3 - Sur,157,9.0,5,50,2025-11-22 09:00:00,2025-11-22 09:04:10.487648322,28.407047234944077,Saturday,4.0,49.0,98.0,4.17,Retraso Leve,Mañana,True
2025-11-22 12:52:51.022536,Ruta 3 - Sur,157,7.0,5,40,2025-11-22 12:45:00,2025-11-22 12:46:39.809292888,23.30053789372222,Saturday,2.0,51.0,100.0,1.66,A Tiempo,Mañana,False
2025-11-22 14:07:51.022536,Ruta 4 - Este,157,7.0,4,50,2025-11-22 14:00:00,2025-11-22 14:03:09.735025254,23.494773890739665,Saturday,3.0,54.0,100.0,3.16,Retraso Leve,Tarde,False
2025-11-22 14:27:51.022536,Ruta 5 - Oeste,157,6.0,5,40,2025-11-22 14:15:00,2025-11-22 14:16:44.925013080,23.565665898238716,Saturday,1.0,55.0,100.0,1.75,A Tiempo,Tarde,False
2025-11-22 21:42:51.022536,Ruta 5 - Oeste,157,9.0,4,60,2025-11-22 21:30:00,2025-11-22 21:34:49.579283736,30.90948002391636,Saturday,5.0,60.0,100.0,4.83,Retraso Leve,Noche,False
2025-11-23 01:22:51.022536,Ruta 6 - Express,157,9.0,4,50,2025-11-23 01:15:00,2025-11-23 01:18:19.826605782,25.138570371345512,Sunday,5.0,65.0,100.0,3.33,Retraso Leve,Madrugada,False
2025-11-23 01:27:51.022536,Ruta 6 - Express,157,6.0,6,40,2025-11-23 01:15:00,2025-11-23 01:15:07.084633404,23.63818782804261,Sunday,0.0,65.0,100.0,0.12,A Tiempo,Madrugada,False
2025-11-23 05:57:51.022536,Ruta 4 - Este,157,6.0,10,60,2025-11-23 05:45:00,2025-11-23 05:47:30.706437353,23.75775240989568,Sunday,-4.0,61.0,100.0,2.51,Retraso Leve,Madrugada,False
2025-11-23 06:07:51.022536,Ruta 4 - Este,157,6.0,4,60,2025-11-23 06:00:00,2025-11-23 06:00:26.188656162,32.27773089144487,Sunday,2.0,63.0,100.0,0.44,A Tiempo,Madrugada,False
2025-11-23 10:42:51.022536,Ruta 3 - Sur,157,11.0,5,40,2025-11-23 10:30:00,2025-11-23 10:30:58.758274248,29.11983644903846,Sunday,6.0,69.0,100.0,0.98,A Tiempo,Mañana,False
2025-11-23 12:27:51.022536,Ruta 4 - Este,157,11.0,3,50,2025-11-23 12:15:00,2025-11-23 12:15:23.144992446,15.61219397575366,Sunday,8.0,77.0,100.0,0.39,A Tiempo,Mañana,False
2025-11-23 20:27:51.022536,Ruta 4 - Este,157,9.0,4,40,2025-11-23 20:15:00,2025-11-23 20:15:38.994520722,22.194122584777944,Sunday,5.0,82.0,100.0,0.65,A Tiempo,Noche,False
2025-11-23 22:52:51.022536,Ruta 5 - Oeste,157,5.0,8,40,2025-11-23 22:45:00,2025-11-23 22:47:11.221627914,30.858655430171545,Sunday,-3.0,79.0,100.0,2.19,Retraso Leve,Noche,False
2025-11-24 02:02:51.022536,Ruta 2 - Norte,157,7.0,8,50,2025-11-24 02:00:00,2025-11-24 02:00:57.535115976,20.730635796113887,Monday,-1.0,78.0,100.0,0.96,A Tiempo,Madrugada,False
2025-11-24 08:37:51.022536,Ruta 1 - Centro,157,13.0,9,60,2025-11-24 08:30:00,2025-11-24 08:33:02.755562472,29.816634908809775,Monday,4.0,82.0,100.0,3.05,Retraso Leve,Mañana,True
2025-11-24 16:47:51.022536,Ruta 2 - Norte,157,9.0,3,40,2025-11-24 16:45:00,2025-11-24 16:45:33.432985902,28.26816394268674,Monday,6.0,88.0,100.0,0.56,A Tiempo,Tarde,False
2025-11-25 00:12:51.022536,Ruta 6 - Express,157,15.0,5,40,2025-11-25 00:00:00,2025-11-25 00:04:30.354586356,31.822971091198287,Tuesday,10.0,98.0,100.0,4.51,Retraso Leve,Madrugada,False
2025-11-25 08:12:51.022536,Ruta 6 - Express,157,10.0,8,50,2025-11-25 08:00:00,2025-11-25 08:00:22.215595956,26.11143124146764,Tuesday,2.0,100.0,100.0,0.37,A Tiempo,Mañana,True
2025-11-25 17:22:51.022536,Ruta 2 - Norte,157,9.0,6,60,2025-11-25 17:15:00,2025-11-25 17:15:04.390712118,22.2755982960901,Tuesday,3.0,103.0,100.0,0.07,A Tiempo,Tarde,True
2025-11-26 02:27:51.022536,Ruta 1 - Centro,157,8.0,5,40,2025-11-26 02:15:00,2025-11-26 02:16:25.564860828,24.005848498224783,Wednesday,3.0,106.0,100.0,1.43,A Tiempo,Madrugada,False
2025-11-26 06:27:51.022536,Ruta 2 - Norte,157,4.0,3,40,2025-11-26 06:15:00,2025-11-26 06:16:57.204944694,26.74516094217493,Wednesday,1.0,107.0,100.0,1.95,A Tiempo,Madrugada,False
2025-11-26 16:37:51.022536,Ruta 4 - Este,157,8.0,3,50,2025-11-26 16:30:00,2025-11-26 16:30:12.907216626,17.68042931548385,Wednesday,5.0,112.0,100.0,0.22,A Tiempo,Tarde,False
2025-11-09 17:42:51.022536,Ruta 6 - Express,158,8.0,5,40,2025-11-09 17:30:00,2025-11-09 17:34:28.818182598,22.734614448409715,Sunday,3.0,3.0,7.5,4.48,Retraso Leve,Tarde,True
